,items,sentiment_score_definition,relevance_score_definition,feed
0,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'True IDC Applauded by Frost & Sullivan for Achieving Strategic Customer Wins through Continued Expansion to Address Demand with Its Data Center Services', 'url': 'https://www.newswire.ca/news-releases/true-idc-applauded-by-frost-amp-sullivan-for-achieving-strategic-customer-wins-through-continued-expansion-to-address-demand-with-its-data-center-services-863273696.html', 'time_published': '20220706T075700', 'authors': ['Frost & Sullivan'], 'summary': ""True IDC's infrastructure expansion investment enabled it to achieve above-industry revenue growth in 2021, and its four data centers are strategically located in North Muangthong, midtown Pattanakan, midtown Ratchada, and East Bangna, strengthening its domestic reach."", 'banner_image': 'https://mma.prnewswire.com/media/1853266/2022_Award_True_IDC.jpg?w=500', 'source': 'Canada Newswire', 'category_within_source': 'n/a', 'source_domain': 'www.newswire.ca', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.142855, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'BABA', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VMW', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVYA', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}]}"
1,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'True IDC Applauded by Frost & Sullivan for Achieving Strategic Customer Wins through Continued Expansion to Address Demand with Its Data Center Services', 'url': 'https://www.prnewswire.com/news-releases/true-idc-applauded-by-frost--sullivan-for-achieving-strategic-customer-wins-through-continued-expansion-to-address-demand-with-its-data-center-services-301580756.html', 'time_published': '20220706T075700', 'authors': ['Frost & Sullivan'], 'summary': ""True IDC's infrastructure expansion investment enabled it to achieve above-industry revenue growth in 2021, and its four data centers are strategically located in North Muangthong, midtown Pattanakan, midtown Ratchada, and East Bangna, strengthening its domestic reach."", 'banner_image': 'https://mma.prnewswire.com/media/1853266/2022_Award_True_IDC.jpg?w=500', 'source': 'PR Newswire', 'category_within_source': 'n/a', 'source_domain': 'www.prnewswire.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.142855, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'BABA', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VMW', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVYA', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.043123', 'ticker_sentiment_score': '0.075512', 'ticker_sentiment_label': 'Neutral'}]}"
2,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Bear of the Day: Activision Blizzard  ( ATVI ) ', 'url': 'https://www.zacks.com/commentary/1948250/bear-of-the-day-activision-blizzard-atvi', 'time_published': '20220706T090000', 'authors': ['Zacks Investment Research'], 'summary': 'Over the last year, ATVI shares have struggled, declining approximately 16% in value and underperforming the S&P 500 by a fair margin.', 'banner_image': 'https://staticx-tuner.zacks.com/images/default_article_images/default134.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.988915'}, {'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.33204, 'overall_sentiment_label': 'Somewhat-Bearish', 'ticker_sentiment': [{'ticker': 'ATVI', 'relevance_score': '0.614086', 'ticker_sentiment_score': '-0.257199', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.076749', 'ticker_sentiment_score': '-0.441414', 'ticker_sentiment_label': 'Bearish'}]}"
3,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Tech support fraud is the biggest scam for people over 60, taking them for millions-here are the red flags to watch for', 'url': 'https://www.marketwatch.com/story/tech-support-fraud-is-the-biggest-scam-for-people-over-60-taking-them-for-millionshere-are-the-red-flags-to-watch-for-11656624976', 'time_published': '20220706T090000', 'authors': ['Jaya Padmanabhan'], 'summary': ""As more older adults adopt technology, they're also getting ripped off-to the tune of $1.7 billion in 2021, a 74% increase over 2020."", 'banner_image': 'https://images.mktw.net/im-575288/social', 'source': 'MarketWatch', 'category_within_source': 'Top Stories', 'source_domain': 'www.marketwatch.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}], 'overall_sentiment_score': -0.468803, 'overall_sentiment_label': 'Bearish', 'ticker_sentiment': [{'ticker': 'BBY', 'relevance_score': '0.055881', 'ticker_sentiment_score': '-0.01931', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.083735', 'ticker_sentiment_score': '-0.924182', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'TGT', 'relevance_score': '0.055881', 'ticker_sentiment_score': '-0.01931', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.166551', 'ticker_sentiment_score': '-0.632986', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'WMT', 'relevance_score': '0.055881', 'ticker_sentiment_score': '-0.01931', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:FTC', 'relevance_score': '0.055881', 'ticker_sentiment_score': '-0.53563', 'ticker_sentiment_label': 'Bearish'}]}"
4,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'The complications around companies paying for abortion travel', 'url': 'https://theweek.com/abortion-law/1014884/companies-paying-for-abortion-travel', 'time_published': '20220706T090938', 'authors': ['Grayson Quay'], 'summary': ""In the aftermath of Dobbs v. Jackson, which overturned Roe v. Wade's federal right to abortion, about half of U.S. states have either already banned abortion or are likely to do so in the near future."", 'banner_image': 'https://mediacloud.theweek.com/image/upload/f_auto,t_primary-image-mobile@1/v1657047899/airplane%20hundred%20dollar%20bill.jpg', 'source': 'The Week News', 'category_within_source': 'n/a', 'source_domain': 'theweek.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}], 'overall_sentiment_score': -0.354863, 'overall_sentiment_label': 'Bearish', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.050981', 'ticker_sentiment_score': '-0.059843', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NYT', 'relevance_score': '0.050981', 'ticker_sentiment_score': '-0.188283', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'PYPL', 'relevance_score': '0.050981', 'ticker_sentiment_score': '-0.059843', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SBUX', 'relevance_score': '0.050981', 'ticker_sentiment_score': '-0.059843', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DKS', 'relevance_score': '0.050981', 'ticker_sentiment_score': '-0.059843', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOX', 'relevance_score': '0.050981', 'ticker_sentiment_score': '-0.879805', 'ticker_sentiment_label': 'Bearish'}]}"
5,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'What is PennyWise? New crypto-stealing malware via YouTube. How it works | The Financial Express', 'url': 'https://www.financialexpress.com/digital-currency/what-is-pennywise-new-crypto-stealing-malware-spreading-through-youtube/2584912/', 'time_published': '20220706T092839', 'authors': [], 'summary': 'What is PennyWise? This cryptocurrency malware tricks users to download software that can steal data from 30 crypto wallets and browser extensions.', 'banner_image': 'https://www.financialexpress.com/wp-content/uploads/2022/07/malware.jpg', 'source': 'The Financial Express', 'category_within_source': 'n/a', 'source_domain': 'www.financialexpress.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}], 'overall_sentiment_score': -0.09685, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.108319', 'ticker_sentiment_score': '0.031962', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.317118', 'ticker_sentiment_score': '-0.137815', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.317118', 'ticker_sentiment_score': '-0.137815', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:ETH', 'relevance_score': '0.108319', 'ticker_sentiment_score': '-0.105938', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:ZEC', 'relevance_score': '0.108319', 'ticker_sentiment_score': '-0.105938', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BCN', 'relevance_score': '0.108319', 'ticker_sentiment_score': '-0.105938', 'ticker_sentiment_label': 'Neutral'}]}"
6,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Down 65%, Is This Cloud Provider a Screaming Buy?', 'url': 'https://www.fool.com/investing/2022/07/06/down-65-is-this-cloud-provider-a-screaming-buy/', 'time_published': '20220706T101500', 'authors': ['Bradley Guichard'], 'summary': 'This tiny cloud player has a unique niche and impressive results. The stock price is getting tough to ignore.', 'banner_image': 'https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F687879%2Famzn-cloud-market-share_gvd797x.jpeg&w=700&op=resize', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Technology', 'relevance_score': '0.5'}], 'overall_sentiment_score': -0.129976, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.070956', 'ticker_sentiment_score': '0.010394', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.070956', 'ticker_sentiment_score': '0.010394', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IT', 'relevance_score': '0.070956', 'ticker_sentiment_score': '0.237673', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.070956', 'ticker_sentiment_score': '0.010394', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DOCN', 'relevance_score': '0.672676', 'ticker_sentiment_score': '-0.028871', 'ticker_sentiment_label': 'Neutral'}]}"
7,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Should You Invest in the Vanguard Information Technology ETF  ( VGT ) ?', 'url': 'https://www.zacks.com/stock/news/1948403/should-you-invest-in-the-vanguard-information-technology-etf-vgt', 'time_published': '20220706T102007', 'authors': ['Zacks Investment Research'], 'summary': 'Sector ETF report for ...', 'banner_image': 'https://staticx-tuner.zacks.com/images/default_article_images/default128.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.071747, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.133322', 'ticker_sentiment_score': '0.002952', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.133322', 'ticker_sentiment_score': '0.002952', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.133322', 'ticker_sentiment_score': '0.002952', 'ticker_sentiment_label': 'Neutral'}]}"
8,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Should Schwab U.S. LargeCap Growth ETF  ( SCHG )  Be on Your Investing Radar?', 'url': 'https://www.zacks.com/stock/news/1948396/should-schwab-us-largecap-growth-etf-schg-be-on-your-investing-radar', 'time_published': '20220706T102008', 'authors': ['Zacks Investment Research'], 'summary': 'Style Box ETF report for ...', 'banner_image': 'https://staticx-tuner.zacks.com/images/default_article_images/default94.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.035727, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.116886', 'ticker_sentiment_score': '0.002672', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SCHW', 'relevance_score': '0.058601', 'ticker_sentiment_score': '0.006746', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.116886', 'ticker_sentiment_score': '0.002672', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.116886', 'ticker_sentiment_score': '0.00202', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.116886', 'ticker_sentiment_score': '0.002672', 'ticker_sentiment_label': 'Neutral'}]}"
9,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Should You Invest in the iShares U.S. Technology ETF  ( IYW ) ?', 'url': 'https://www.zacks.com/stock/news/1948400/should-you-invest-in-the-ishares-us-technology-etf-iyw', 'time_published': '20220706T102009', 'authors': ['Zacks Investment Research'], 'summary': 'Sector ETF report for ...', 'banner_image': 'https://staticx-tuner.zacks.com/images/default_article_images/default146.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.999999'}], 'overall_sentiment_score': 0.057687, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'BLK', 'relevance_score': '0.061473', 'ticker_sentiment_score': '0.00761', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.122581', 'ticker_sentiment_score': '0.002267', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.061473', 'ticker_sentiment_score': '0.002267', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.122581', 'ticker_sentiment_score': '0.002267', 'ticker_sentiment_label': 'Neutral'}]}"
