,items,sentiment_score_definition,relevance_score_definition,feed
0,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Innofactor acquires Invenco, a Finnish company specialized in data and analytics solutions', 'url': 'https://www.globenewswire.com/news-release/2022/06/20/2465050/0/en/Innofactor-acquires-Invenco-a-Finnish-company-specialized-in-data-and-analytics-solutions.html', 'time_published': '20220620T053000', 'authors': ['Innofactor Oyj'], 'summary': 'Innofactor Plc Inside Information, on June 20, 2022, at 8:30 Finnish time ...', 'banner_image': 'https://ml-eu.globenewswire.com/Resource/Download/5c41619d-c3fa-43f1-9bc4-faa05c30ad0e?size=1', 'source': 'GlobeNewswire', 'category_within_source': 'n/a', 'source_domain': 'www.globenewswire.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.101225, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.218275', 'ticker_sentiment_score': '0.150256', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
1,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Four-day week? These firms say they've nailed the new working model and profits are good"", 'url': 'https://www.cnbc.com/2022/06/20/four-day-week-these-firms-say-theyve-nailed-the-new-working-model.html', 'time_published': '20220620T075104', 'authors': ['Vicky McKeever'], 'summary': 'CNBC Make It spoke to companies about how they managed to successfully work on a four-day week model.', 'banner_image': 'https://image.cnbcfm.com/api/v1/image/107051980-1651008178352-gettyimages-1314040262-transgender-business_1455.jpeg?v=1655711352&w=1920&h=1080', 'source': 'CNBC', 'category_within_source': 'Top News', 'source_domain': 'www.cnbc.com', 'topics': [{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.038652, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.035534', 'ticker_sentiment_score': '0.041185', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SVTE', 'relevance_score': '0.035534', 'ticker_sentiment_score': '-0.037074', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'F', 'relevance_score': '0.035534', 'ticker_sentiment_score': '0.006525', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UL', 'relevance_score': '0.035534', 'ticker_sentiment_score': '0.041185', 'ticker_sentiment_label': 'Neutral'}]}"
2,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Accenture, Lennar, FedEx, KB Home and Microsoft are part of Zacks Earnings Preview', 'url': 'https://www.zacks.com/stock/news/1940833/accenture-lennar-fedex-kb-home-and-microsoft-are-part-of-zacks-earnings-preview', 'time_published': '20220620T080600', 'authors': ['Zacks Investment Research'], 'summary': 'See Stocks Free >> is under common control with affiliated entities ( including a broker-dealer and an investment adviser ) , which may engage in transactions involving the foregoing securities for the clients of such affiliates.Media Contactsupport@zacks.comhttps://www.zacks.comPast performance ...', 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/e3/824.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999976'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}], 'overall_sentiment_score': -0.064642, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'KBH', 'relevance_score': '0.07736', 'ticker_sentiment_score': '0.088846', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.07736', 'ticker_sentiment_score': '-0.024004', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FDX', 'relevance_score': '0.10302', 'ticker_sentiment_score': '0.081554', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ACN', 'relevance_score': '0.10302', 'ticker_sentiment_score': '0.081554', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LEN', 'relevance_score': '0.07736', 'ticker_sentiment_score': '0.088846', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CBSU', 'relevance_score': '0.025823', 'ticker_sentiment_score': '0.022049', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.025823', 'ticker_sentiment_score': '-0.104064', 'ticker_sentiment_label': 'Neutral'}]}"
3,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Should iShares Russell Top 200 ETF  ( IWL )  Be on Your Investing Radar?', 'url': 'https://www.zacks.com/stock/news/1940870/should-ishares-russell-top-200-etf-iwl-be-on-your-investing-radar', 'time_published': '20220620T102006', 'authors': ['Zacks Investment Research'], 'summary': 'Style Box ETF report for ...', 'banner_image': 'https://staticx-tuner.zacks.com/images/default_article_images/default11.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.053313, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'BLK', 'relevance_score': '0.065097', 'ticker_sentiment_score': '0.00447', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.12976', 'ticker_sentiment_score': '0.003921', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.12976', 'ticker_sentiment_score': '0.003921', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.12976', 'ticker_sentiment_score': '0.003921', 'ticker_sentiment_label': 'Neutral'}]}"
4,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Should John Hancock Multifactor Large Cap ETF  ( JHML )  Be on Your Investing Radar?', 'url': 'https://www.zacks.com/stock/news/1940867/should-john-hancock-multifactor-large-cap-etf-jhml-be-on-your-investing-radar', 'time_published': '20220620T102009', 'authors': ['Zacks Investment Research'], 'summary': 'Style Box ETF report for ...', 'banner_image': 'https://staticx-tuner.zacks.com/images/default_article_images/default348.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.04359, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.127085', 'ticker_sentiment_score': '0.004883', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.127085', 'ticker_sentiment_score': '0.004883', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.127085', 'ticker_sentiment_score': '0.004883', 'ticker_sentiment_label': 'Neutral'}]}"
5,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Gaming giant NetEase plunges nearly 7% after it delays release of Diablo Immortal in China', 'url': 'https://www.cnbc.com/2022/06/20/netease-delays-release-of-diablo-immortal-in-china-shares-fall.html', 'time_published': '20220620T103412', 'authors': ['Arjun Kharpal'], 'summary': ""NetEase and Blizzard's move comes at a tough time for China's gaming sector which is only just emerging for a months-long freeze of approvals from regulators."", 'banner_image': 'https://image.cnbcfm.com/api/v1/image/106924411-1628577932593-NetEase_China_Joy.jpeg?v=1628578217&w=1920&h=1080', 'source': 'CNBC', 'category_within_source': 'Top News', 'source_domain': 'www.cnbc.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.242706, 'overall_sentiment_label': 'Somewhat-Bearish', 'ticker_sentiment': [{'ticker': 'ATVI', 'relevance_score': '0.277748', 'ticker_sentiment_score': '-0.195126', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.141061', 'ticker_sentiment_score': '0.003914', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTES', 'relevance_score': '0.625796', 'ticker_sentiment_score': '-0.217254', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'WB', 'relevance_score': '0.141061', 'ticker_sentiment_score': '-0.383117', 'ticker_sentiment_label': 'Bearish'}]}"
6,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Refresh your Digital Marketing skills with Online Programs throughout the summer', 'url': 'https://www.stockwatch.com.cy/en/article/emporika-nea/refresh-your-digital-marketing-skills-online-programs-throughout-summer', 'time_published': '20220620T110731', 'authors': [], 'summary': 'Maintaining paid advertising across search engines and social media is important when aiming to create effective campaigns. WordStream is a PPC advertising tool that provides important free tools, and learning resources relevant to digital advertising.', 'banner_image': 'https://www.stockwatch.com.cy/sites/default/files/news-images/imarcomms_logo_002_18.jpg', 'source': 'Stock Watch', 'category_within_source': 'n/a', 'source_domain': 'www.stockwatch.com.cy', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.010752, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.009257', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.009257', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.280615', 'ticker_sentiment_score': '0.010752', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HUBS', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.009257', 'ticker_sentiment_label': 'Neutral'}]}"
7,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': '2 Under-the-Radar Gaming Stocks You Can Buy and Hold for the Next Decade', 'url': 'https://www.fool.com/investing/2022/06/20/2-under-the-radar-gaming-stocks-buy-hold-decade/', 'time_published': '20220620T114500', 'authors': ['John Ballard'], 'summary': 'There are different ways to invest in the $200 billion video game industry.', 'banner_image': 'https://g.foolcdn.com/editorial/images/683563/gamer-hand-on-head.jpg', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.99676'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.77141'}], 'overall_sentiment_score': 0.136831, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'ATVI', 'relevance_score': '0.141448', 'ticker_sentiment_score': '0.050638', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.047371', 'ticker_sentiment_score': '0.042512', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRSR', 'relevance_score': '0.141448', 'ticker_sentiment_score': '0.083549', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBSFF', 'relevance_score': '0.094576', 'ticker_sentiment_score': '0.053789', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EA', 'relevance_score': '0.094576', 'ticker_sentiment_score': '0.05302', 'ticker_sentiment_label': 'Neutral'}]}"
8,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Oracle Reinforces Commitment to France by Opening a Second Cloud Region', 'url': 'https://www.prnewswire.com/news-releases/oracle-reinforces-commitment-to-france-by-opening-a-second-cloud-region-301570701.html', 'time_published': '20220620T120000', 'authors': ['Oracle'], 'summary': ""Oracle's new Paris region brings its total number of cloud regions to 38 worldwide Public and private organizations benefit from Oracle Cloud Infrastructure's price-performance, built-in security, and disaster recovery capabilities Oracle now operates nine European cloud regions that run on 100 ..."", 'banner_image': 'https://mma.prnewswire.com/media/467598/Oracle_Logo.jpg?p=facebook', 'source': 'PR Newswire', 'category_within_source': 'n/a', 'source_domain': 'www.prnewswire.com', 'topics': [{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.158408, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.044576', 'ticker_sentiment_score': '0.01329', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VMW', 'relevance_score': '0.022297', 'ticker_sentiment_score': '0.044566', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CAPMF', 'relevance_score': '0.022297', 'ticker_sentiment_score': '0.623228', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'EBCOF', 'relevance_score': '0.022297', 'ticker_sentiment_score': '0.623228', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'KD', 'relevance_score': '0.022297', 'ticker_sentiment_score': '0.091862', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ORCL', 'relevance_score': '0.811013', 'ticker_sentiment_score': '0.154043', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'EQIX', 'relevance_score': '0.022297', 'ticker_sentiment_score': '0.550967', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'ACN', 'relevance_score': '0.044576', 'ticker_sentiment_score': '0.066388', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AEXAF', 'relevance_score': '0.044576', 'ticker_sentiment_score': '0.266597', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
9,200,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Video Conferencing Market to be Worth $19.73 Billion by 2030: Grand View Research, Inc.', 'url': 'https://www.prnewswire.com/news-releases/video-conferencing-market-to-be-worth-19-73-billion-by-2030-grand-view-research-inc-301570983.html', 'time_published': '20220620T120000', 'authors': ['Inc.', 'Grand View Research'], 'summary': 'SAN FRANCISCO, June 20, 2022 /PRNewswire/ -- The global video conferencing market size is expected to reach USD 19.73 billion by 2030, registering a CAGR of 12.5% from 2022 to 2030, according to a new report by Grand View Research, Inc.', 'banner_image': 'https://mma.prnewswire.com/media/661327/Grand_View_Research_Logo.jpg?p=facebook', 'source': 'PR Newswire', 'category_within_source': 'n/a', 'source_domain': 'www.prnewswire.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.098094, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.044643', 'ticker_sentiment_score': '0.098094', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.133371', 'ticker_sentiment_score': '0.098094', 'ticker_sentiment_label': 'Neutral'}]}"
